main_colno	code	quality	ref	length	variant	genus	spec_epithet	cf	pair_name	survey	country	province	region	city	elev	lon	lat	prec	remark	genbank_id	sporocarp_sample_by	sporocarp_sample_date	dna_sample_by	dna_sample_date	pcr_by	pcr_date	seq_date	submitter	submit_date	ref_person	ref_date	author	doi	n_ch	loc_code	distance	direction	topo	habitat	local	specimen_id	locality_id
LE285962	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	KY123412	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11010	1551
LE285957	SSU	NA	Undefined	563	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	MH930654	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11009	1551
LE285955	SSU	NA	Undefined	347	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	KY123411	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11008	1551
LE285948	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	KY123406	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11007	1551
LE285793	SSU	NA	Undefined	563	NA	Lepidoderma	peyerimhoffii	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2552	41.700283	43.425700	25.0	NA	MH930576	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi15	4900.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, nearly melted, at a steep NNE-exp. slope near a ridge	open snowfield, nearly melted, at a steep NNE-exp. slope near a ridge	7635	559
LE285716	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2567	41.692900	43.426017	25.0	NA	KY123405	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi4	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield, steep N-exp. slope near a ridge	snowfield, steep N-exp. slope near a ridge	7555	586
LE285258	SSU	NA	Undefined	566	NA	Lepidoderma	carestianum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2427	41.705167	43.424833	25.0	NA	MH930653	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi50	4400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	Rhododendron thickets near the upper loghouse, NNW-exp. slope	Rhododendron thickets near the upper loghouse, NNW-exp. slope	7465	599
LE285244	SSU	NA	Undefined	347	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2431	41.703167	43.425167	25.0	NA	KY123404	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi30	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield in depression 250 m upwards from upper loghouse	snowfield in depression 250 m upwards from upper loghouse	7451	576
LE285156	SSU	NA	Undefined	498	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2573	41.692667	43.426000	25.0	NA	KY123403	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi61	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfields just after steep upper ascent to saddle, ca. 1.1 km upwards from upper loghouse	snowfields just after steep upper ascent to saddle, ca. 1.1 km upwards from upper loghouse	7366	611
LE285143	SSU	NA	Undefined	350	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2450	41.702500	43.425333	25.0	NA	KY123439	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi69	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7351	620
LE284811	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	GAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	KY123402	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11061	1553
LE284732	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	GAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	KY123401	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11059	1553
LE284700	SSU	NA	Undefined	561	NA	Lepidoderma	carestianum	FALSE	S1 / SU19R	GAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	KY123438	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11058	1553
LE266498	SSU	NA	Undefined	561	NA	Diderma	testaceum	FALSE	S1 / SU19R	Teb_09	Russia	Karachaevo-Cherkesia	North Caucasus	Arkhyz	1256	41.433333	43.671167	25.0	NA	MH714790	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Teb181	0.0	N	Arkhyz	oriental beech light rather dry forest (Fagus orientalis)	near the historical church memorial	6702	464
LE265301	SSU	NA	Undefined	566	NA	Physarum	gyrosum	FALSE	S1 / SU19R	Novosib09	Russia	Novosibirskaia Oblast	settlement Akademgorodok, Central Siberian Botanical Garden	Novosibirsk	200	  83.110400	 54.485900	18.0	NA	MH930652	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Novosib_2009_4103	NA	NA	Novosibirsk	on bark of living plants LANalt	settlement Akademgorodok, Central Siberian Botanical Garden	11038	1590
LE262179	SSU	NA	Undefined	577	NA	Didymium	trachysporum	FALSE	S1 / SU19R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MH930574	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11037	1553
LE256556	SSU	NA	Undefined	601	NA	Didymium	crustaceum	FALSE	S1 / SU19R	Teb_09	Russia	Karachaevo-Cherkesia	North Caucasus	Teberda	1829	41.820667	43.457000	25.0	NA	MH930548	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Teb172	0.0	N	Teberda	piny-poplar mixed wet forest	"Teberda State Biospheric Reserve, near the spring of mineral ""Narzan"" water"	6464	456
LE225071	SSU	NA	Undefined	559	NA	Diderma	spumarioides	FALSE	S1 / SU19R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MH714791	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	tmp	NA	NA	NA	NA	NA	11019	1553
LE220368	SSU	NA	Undefined	555	NA	Didymium	anellus	FALSE	S1 / SU19R	Kaz08	Kazakhstan	NA	Atyrau Region	Kulsary	-27	  53.256944	 45.990556	15.0	NA	MH930545	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Kz_2006_x1	NA	NA	Tengiz	bark of Artemisia santonica	Caspian lowland, annual saltwort-sea spear grass-halophytic dwarf semishrub communities	11016	1556
LE285935	SSU	NA	Undefined	541	NA	Lamproderma	spinulosporum	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	LT670065	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11006	1551
LE285933	SSU	NA	Undefined	541	NA	Lamproderma	spinulosporum	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	LT670064	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11005	1551
LE285932	SSU	NA	Undefined	541	NA	Lamproderma	spinulosporum	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	LT670063	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11004	1551
LE285191	SSU	NA	Undefined	553	NA	Lamproderma	pseudomaculatum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2620	41.689833	43.433500	25.0	NA	JQ812674	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Schnittler	NA	NA	TebNivi47	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	7400	595
LE265702	SSU	NA	Undefined	546	NA	Lamproderma	scintillans	FALSE	S1 / SU19R	Altai09	Russia	Novosibirskaia Oblast	Novosibirsk	Novosibirsk	200	  82.491100	 55.062500	20.0	NA	LT670539	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Novosib_2009_4124	NA	NA	Novosibirsk	on litter Pine needles of Pinus sylvestris	Novosibirsk	11040	1585
LE265360	SSU	NA	Undefined	552	NA	Lamproderma	scintillans	FALSE	S1 / SU19R	Altai09	Russia	Altaiskiy Krai	village Borovlianka	Biysk	200	  84.253400	 52.365200	19.0	NA	LT670538	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Altai_2009_4122	NA	NA	Biysk	on leaf litter from deciduous trees and shrubs of Populus tremula	village Borovlianka	11039	1558
LE255280	SSU	NA	Undefined	542	NA	Lamproderma	scintillans	FALSE	S1 / SU19R	Altai08	Russia	Altaiskiy Krai	NA	Onguday	450	  87.500700	 51.214300	16.0	NA	LT670537	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Altai_2008_1503	NA	NA	Chiri lake	on bark of Artemisia sp.	near the southern end of the lake	11029	1563
LE255265	SSU	NA	Undefined	541	NA	Lamproderma	scintillans	FALSE	S1 / SU19R	Altai09	Russia	Altaiskiy Krai	NA	Chagakel lake	2100	  87.390000	 50.290000	15.0	NA	LT670541	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	Altai_2009_4070	NA	NA	Chagakel lake	coarse wood debris	Central Altay Mts., Kurayskaya steppe	11028	1562
LE285288	SSU	NA	Undefined	545	NA	Lamproderma	sauteri	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	LT670554	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7488	606
LE285289	SSU	NA	Undefined	552	NA	Lamproderma	sauteri	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	MZ005899	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7489	606
LE285275	SSU	NA	Undefined	551	NA	Lamproderma	sauteri	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2429	41.703167	43.425167	25.0	NA	JQ812672	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Schnittler	NA	NA	TebNivi40	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfields with Rhododendron thickets ca. 350 m upwards from upper loghouse	snowfields with Rhododendron thickets ca. 350 m upwards from upper loghouse	7475	587
LE285202	SSU	NA	Undefined	539	NA	Lamproderma	sauteri	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2433	41.705000	43.424833	25.0	NA	LT670559	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	TebNivi39	4400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfields near the upper loghouse, N-exp. slope	snowfields near the upper loghouse, N-exp. slope	7411	585
LE285201	SSU	NA	Undefined	549	NA	Lamproderma	sauteri	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2622	41.689833	43.433500	25.0	NA	LT670552	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	TebNivi38	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	7410	584
LE285206	SSU	NA	Undefined	552	NA	Lamproderma	sauteri var. atrogriseum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2429	41.703167	43.425167	25.0	NA	JQ812671	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Schnittler	NA	NA	TebNivi40	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfields with Rhododendron thickets ca. 350 m upwards from upper loghouse	snowfields with Rhododendron thickets ca. 350 m upwards from upper loghouse	7415	587
LE285213	SSU	NA	Undefined	594	NA	Lamproderma	sauteri var. atrogriseum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2435	41.703167	43.425167	25.0	NA	JQ812677	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Schnittler	NA	NA	TebNivi31	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield near depression 250 m upwards from upper loghouse, steep Rhododendron thickets	snowfield near depression 250 m upwards from upper loghouse, steep Rhododendron thickets	7422	577
LE285238	SSU	NA	Undefined	551	NA	Lamproderma	pulchellum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2431	41.703167	43.425167	25.0	NA	LT670555	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	M. Borg Dahl	NA	NA	TebNivi30	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield in depression 250 m upwards from upper loghouse	snowfield in depression 250 m upwards from upper loghouse	7445	576
LE317280	SSU	NA	Undefined	579	NA	Lamproderma	violaceum	FALSE	S2 / SU19R	BolBerezovy	Russia	Leningrad Oblast	Vyborgskiy District	Primorsk	40	  28.649060	60.303710	10.0	NA	MZ005913	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	BolBerezovy_n1	NA	NA	NA	NA	Bolshoy Beryozovy Island	10935	1522
LE326172a	SSU	NA	Undefined	614	NA	Lamproderma	vietnamense	FALSE	S2 / SU19R	Vt_19	Vietnam	Cao Bang province	Nguyen Binh District	Thành Công	1599	 105.871890	 22.606830	17.0	paratype	MZ241461	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Vt_2019_7	NA	NA	Thành Công	on ground litter and mosses at the bottom of a large tree of Quercus sp.	170 m towards E from the abandoned French mine settlement, near the creek	11112	1617
LE317740	SSU	NA	Undefined	600	NA	Lamproderma	vietnamense	FALSE	S2 / SU19R	NA	Vietnam	Cao Bang province	Nguyen Binh District	Thành Công	1628	 105.871482	 22.607156	15.0	holotype	MZ241460	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Vt_2018_35	NA	NA	Thành Công	on ground litter and mosses at the bottom of a large tree of Quercus sp.	150 m towards E from the abandoned French mine settlement, near the creek	11105	1616
LE325767	SSU	NA	Undefined	592	NA	Comatricha	NA	FALSE	S2 / SU19R	Kam_19	Russia	Kamchatskiy Krai	Central Ridge	Esso	182	 159.798070	55.449320	3.0	NA	MZ241469	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Kam2019_13a_19	12000	SSE	Laso	mixed deciduous forest (alder and poplar) along a rivulet	central valley plain, lower slopes of Nikolka Volcano, valley of the Cheremoshnaya Brook	10951	1543
LE297459	SSU	NA	Undefined	593	NA	Lamproderma	scintillans	FALSE	S2 / SU19R	Vt_13	VIETNAM	Dong Nai province	Tan Phu district	Talai	152	107.421917	11.437639	15.0	NA	MZ241471	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Vt_47	NA	NA	Cat Tien National Park	the south vietnamese lowland dense monsoon semi-decidous tropical forest, secondary forest with numerous large lianes and different large tree species and Afzelia sp.	"right bank of the Dong Nai river (upper reach), road to the Bao Sao lake, near the tree ""Uncle Dong"""	9547	1129
LE284950	SSU	NA	Undefined	593	NA	Lamproderma	scintillans	FALSE	S2 / SU19R	Vt_11	VIETNAM	Dong Nai province	Tan Phu district	Talai	139	107.427111	11.428722	15.0	NA	MZ241470	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Vt_1	NA	NA	Cat Tien National Park	the south vietnamese lowland dense monsoon semi-decidous tropical forest with Lagerstroemia-dominated stands	right bank of the Dong Nai river (upper reach) near the plot Lagerstroemia (L)	8738	1096
LE266185	SSU	NA	Undefined	591	NA	Lamproderma	scintillans	FALSE	S2 / SU19R	Altai09	Russia	Altaiskiy Krai	NA	Barnaul	200	  84.120280	53.331390	10.0	NA	MZ241467	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Altai09_n3	NA	NA	NA	NA	near village Losikha	10939	1521
LE265994	SSU	NA	Undefined	555	NA	Lamproderma	scintillans	FALSE	S2 / SU19R	Altai09	Russia	Altaiskiy Krai	NA	Barnaul	200	  84.127500	53.334170	10.0	NA	MZ241466	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Altai09_n1	NA	NA	NA	NA	near village Losikha	10938	1519
LE265929	SSU	NA	Undefined	593	NA	Lamproderma	scintillans	FALSE	S2 / SU19R	Altai09	Russia	Altaiskiy Krai	NA	Barnaul	215	  84.457500	52.625560	10.0	NA	MZ241465	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Altai09_n2	NA	NA	NA	NA	near village Borovlianka	10937	1520
LE265765	SSU	NA	Undefined	593	NA	Lamproderma	scintillans	FALSE	S2 / SU19R	Altai09	Russia	Altaiskiy Krai	NA	Barnaul	200	  84.127500	53.334170	10.0	NA	MZ241464	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Altai09_n1	NA	NA	NA	NA	near village Losikha	10936	1519
LE296868	SSU	NA	Undefined	590	NA	Lamproderma	pulveratum	FALSE	S2 / SU19R	Khi_13	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	513	33.571417	67.679417	10.0	NA	MZ005903	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Khi363	5100.0	WNW	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	Takhtarporr Mt.	649	63
LE289960	SSU	NA	Undefined	590	NA	Lamproderma	pseudomaculatum	FALSE	S2 / SU19R	Khi_12	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	485	33.574389	67.677694	10.0	NA	MZ005904	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Khi264	4900.0	WNW	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	Takhtarporr Mt.	554	57
LE289944	SSU	NA	Undefined	592	NA	Diderma	niveum	FALSE	S2 / SU19R	Khi_12	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	485	33.574389	67.677694	10.0	NA	MZ005905	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Khi264	4900.0	WNW	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	Takhtarporr Mt.	540	57
LE289859	SSU	NA	Undefined	552	NA	Lamproderma	pulveratum	FALSE	S2 / SU19R	Khi_12	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	462	33.574361	67.675333	10.0	NA	MZ005906	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Khi252	4700.0	WNW	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	upper stream of Poachvumjok	473	46
LE285219	SSU	NA	Undefined	568	NA	Lamproderma	pulchellum	FALSE	S2 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2441	41.702667	43.425167	25.0	NA	MZ005909	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi32	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7428	578
LE285189	SSU	NA	Undefined	568	NA	Lamproderma	pulchellum	FALSE	S2 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2612	41.690167	43.433333	25.0	NA	MZ005910	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi46	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	7398	594
LE305796	SSU	NA	Undefined	590	NA	Lamproderma	pulchellum	FALSE	S2 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	363	32.608967	67.653950	25.0	NA	MZ241452	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Lap540	1520.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1119	112
LE305775	SSU	NA	Undefined	570	NA	Lamproderma	NA	FALSE	S2 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	363	32.608967	67.653950	25.0	NA	MZ241451	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Lap540	1520.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1098	112
LE325825	SSU	NA	Undefined	624	NA	Lamproderma	columbinum	FALSE	S2 / SU19R	Kam_19	Russia	Kamchatskiy Krai	Central Ridge	Esso	155	 159.795090	55.452600	3.0	NA	MZ005911	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Kam2019_13_19	12000	SSE	Laso	moist spruce forest	central valley plain, lower slopes of Nikolka Volcano, valley of the Cheremoshnaya Brook	10954	1542
LE317599	SSU	NA	Undefined	571	NA	Lamproderma	columbinum	FALSE	S2 / SU19R	Vt_17	VIETNAM	Lam Dong province	Da Lat plateau	Giang Ly Ranger Station	1626	108.656500	12.126000	10.0	NA	MZ241472	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Vt_474	NA	NA	Bidoup-Nui Ba National Park	middle mountain opened coniferous tropical mountain forest with Pinus kesiya	cordon Giang Ly	10564	1055
LE306695	SSU	NA	Undefined	613	NA	Lamproderma	columbinum	FALSE	S2 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	222	32.638483	67.672817	25.0	NA	MZ241462	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Lap600	2200.0	NNE	Kordon Nizhn'aja Chuna	coniferous forest with PICobo	eastern slope of El'njun mt.	1847	160
